ID,name_seq,collection_time,index,is.node,pmsmdemdef,STN,AMRany,ESBLR,CiprofloxacinR,AzithromycinR,Genotype,Genotype_simplified,Phylowave_group
2807,SRR7286360,2017.273973,0.009550057,no,Travel,Travel,0,0,0,0,03.07.2011,ZOthers,9
2808,SRR3530470,2016.090164,0.013740857,no,non-pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2809,SRR3530533,2016.090164,0.013740857,no,pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2810,SRR10915017,2020.019126,0.005576316,no,pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2811,SRR8704574,2019.153425,0.006240765,no,Travel,Travel,0,0,0,0,03.07.2011,ZOthers,9
2812,SRR3531780,2016.144809,0.013249587,no,Travel,Travel,0,0,0,0,03.07.2011,ZOthers,9
2813,SRR3530642,2016.303279,0.012676312,no,Travel,Travel,0,0,0,0,03.07.2011,ZOthers,9
2814,SRR8740641,2019.180822,0.005727439,no,pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2815,SRR7172286,2016.79235,0.010319009,no,non-pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2816,SRR7204326,2016.778689,0.009968942,no,non-pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2817,ERR1364252,2011.676712,0.033725525,no,non-pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2818,SRR8426802,2018.989041,0.005725964,no,Travel,Travel,0,0,0,0,03.07.2011,ZOthers,9
2819,ERR1364146,2008.368852,0.05372774,no,pMSM,non-STN,0,0,0,0,03.07.2011,ZOthers,9
2820,SRR3531907,2016.245902,0.009531671,no,Travel,Travel,0,0,0,0,3.7,3.7,9
2821,SRR4788262,2009.860274,0.0460164,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2822,SRR4787412,2010.071233,0.044620842,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2823,SRR5017459,2010.380822,0.041971046,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2824,SRR5023891,2010.276712,0.042584359,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2825,SRR4787409,2010.046575,0.044823134,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2826,SRR4788072,2010.057534,0.04462606,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2827,SRR7291836,2017.60274,0.006921039,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2828,SRR5017861,2016.360656,0.0095283,no,Travel,Travel,0,0,0,0,03.07.2012,ZOthers,9
2829,ERR1364279,2012.844262,0.021015355,no,non-pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2830,SRR3531251,2015.728767,0.010674227,no,pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2831,ERR1364182,2009.460274,0.041647842,no,pMSM,non-STN,0,0,0,0,03.07.2012,ZOthers,9
2832,SRR7416071,2018.410959,0.005654059,no,pMSM,non-STN,0,0,0,0,3.7,3.7,9
2833,SRR4787316,2016.587432,0.010508055,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2834,SRR4787742,2016.434426,0.010951102,no,Travel,Travel,0,0,0,0,03.07.2007,ZOthers,9
2835,SRR9947469,2019.578082,0.005129613,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2836,SRR7172273,2018.287671,0.006710433,no,Travel,Travel,0,0,0,0,03.07.2007,ZOthers,9
2837,SRR8149174,2018.805479,0.006060922,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2838,SRR8979704,2019.273973,0.005442331,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2839,SRR3531234,2016.172131,0.011468604,no,Travel,Travel,0,0,0,0,03.07.2007,ZOthers,9
2840,SRR8293485,2018.906849,0.00581362,no,pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2841,SRR8293751,2018.906849,0.005876001,no,Travel,Travel,0,0,0,0,03.07.2007,ZOthers,9
2842,SRR7291833,2018.10137,0.006888275,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2843,SRR7291624,2017.736986,0.007410836,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2844,SRR4897397,2016.685792,0.009903047,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2845,SRR7416066,2018.446575,0.006139533,no,pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2846,SRR7223154,2016.797814,0.009503462,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2847,SRR7291541,2017.6,0.007344704,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2848,SRR10698112,2019.928767,0.004055609,no,Travel,Travel,0,0,0,0,03.07.2007,ZOthers,9
2849,SRR7256807,2018.024658,0.006101441,no,non-pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2850,SRR4195484,2015.939726,0.009781051,no,pMSM,non-STN,0,0,0,0,03.07.2007,ZOthers,9
2851,SRR10521975,2019.824658,0.003614501,no,pMSM,non-STN,0,0,0,0,03.07.2006,ZOthers,9
2852,SRR7291905,2016.79235,0.006942335,no,Travel,Travel,0,0,0,0,03.07.2006,ZOthers,9
2853,ERR1364211,2010.583562,0.026158949,no,non-pMSM,non-STN,0,0,0,0,03.07.2006,ZOthers,9
2854,ERR1364295,2013.668493,0.013065486,no,pMSM,non-STN,0,0,0,0,03.07.2006,ZOthers,9
2855,ERR1364330,2014.783562,0.010264783,no,pMSM,non-STN,0,0,0,0,03.07.2006,ZOthers,9
2856,SRR3531922,2015.819178,0.008381303,no,Travel,Travel,0,0,0,0,03.07.2006,ZOthers,9
2857,SRR9904141,2019.558904,0.003876628,no,Travel,Travel,1,1,0,1,03.07.2006,ZOthers,9
2858,SRR4788094,2015.882192,0.008454589,no,Travel,Travel,1,1,0,1,03.07.2006,ZOthers,9
2859,SRR7249694,2016.893443,0.006543563,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
2860,SRR9178576,2019.386301,0.006023968,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2861,SRR7283668,2017.819178,0.0112648,no,pMSM,STN,0,0,0,0,NA,NA,9
2862,SRR7221262,2017.123288,0.016444211,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2863,SRR7223143,2017.663014,0.013500123,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2864,SRR7223108,2016.803279,0.018361715,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2865,SRR7187059,2016.877049,0.017478326,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2866,SRR7204394,2017.120548,0.016327554,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2867,SRR7286576,2016.852459,0.017202625,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2868,SRR7274839,2016.677596,0.019716539,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2869,SRR4787278,2015.8,0.02565233,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2870,SRR3530640,2015.684932,0.028031544,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2871,SRR5029673,2015.920548,0.024145773,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2872,SRR5023700,2015.712329,0.027803352,no,Travel,Travel,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2873,SRR3530572,2015.693151,0.027979878,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2874,SRR3530571,2015.684932,0.028006108,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2875,SRR3530638,2015.665753,0.028181572,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2876,SRR7204244,2017.008219,0.016060427,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2877,SRR3530807,2015.841096,0.024834327,no,Travel,Travel,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2878,SRR3531029,2015.827397,0.024946744,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2879,SRR5005327,2015.821918,0.02495001,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2880,SRR3530553,2016.068306,0.022855359,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2881,SRR7835536,2014.309589,0.035655599,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2882,SRR7839375,2014.772603,0.031968624,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2883,SRR3531685,2015.79726,0.024310498,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2884,SRR3530452,2015.627397,0.026776913,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2885,ERR1364329,2014.769863,0.031245147,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2886,ERR1364327,2014.739726,0.031632726,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2887,ERR1364310,2014.347945,0.034309555,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2888,ERR1364309,2014.342466,0.034400581,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2889,ERR1364283,2013.230137,0.038786848,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2890,ERR1364315,2014.517808,0.033101303,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2891,ERR1364313,2014.39726,0.033856125,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2892,ERR1364290,2013.561644,0.039171818,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2893,SRR7285486,2014.052055,0.034373182,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2894,SRR4195723,2014.819178,0.03101686,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2895,SRR4195739,2014.769863,0.030900663,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2896,SRR4787213,2014.021918,0.034142009,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2897,SRR7179890,2014.887671,0.03017701,no,non-pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2898,SRR4897238,2016.357923,0.019794929,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2899,SRR3531871,2015.671233,0.026016,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2900,SRR7251469,2016.420765,0.01955434,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2901,SRR4897747,2016.336066,0.019708006,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2902,SRR7834595,2014.347945,0.032913614,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2903,SRR7836296,2014.40274,0.032700895,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2904,SRR4788108,2014.076712,0.033070874,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2905,SRR9218313,2019.410959,0.008889588,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2906,SRR9886068,2019.553425,0.007442484,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2907,SRR9826948,2019.523288,0.00740435,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2908,SRR9920962,2019.564384,0.007394381,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2909,SRR9273300,2019.372603,0.008702959,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2910,SRR7588736,2018.520548,0.010317831,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2911,SRR7588716,2018.520548,0.010223512,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2912,SRR7251041,2017.734247,0.014643548,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2913,SRR7291908,2017.890411,0.012424006,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2914,SRR7230309,2017.945205,0.012215059,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2915,SRR7527620,2018.460274,0.009790226,no,pMSM,STN,1,0,0,1,3.7.29.1.2,3.7.29.1,9
2916,SRR4787884,2016.773224,0.021238323,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2917,SRR4788138,2016.721311,0.021299141,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2918,SRR7286479,2016.871585,0.02023629,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2919,SRR5024244,2016.415301,0.02376015,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2920,SRR3530526,2016.057377,0.025984754,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2921,SRR5005501,2016.696721,0.021457171,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2922,SRR7358279,2017.046575,0.01968776,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2923,SRR7184323,2016.811475,0.020782933,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2924,SRR7250985,2016.642077,0.02235922,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2925,SRR4788269,2016.784153,0.021074562,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2926,SRR4897422,2016.773224,0.021095719,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2927,SRR7209059,2016.489071,0.023136542,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2928,SRR7221199,2016.811475,0.020631509,no,pMSM,STN,0,0,0,0,3.7.29.1.2.1,3.7.29.1,9
2929,SRR7283806,2017.063014,0.019199874,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2930,SRR5023953,2016.620219,0.022471191,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2931,SRR3742251,2016.469945,0.023152366,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2932,SRR7277759,2017.186301,0.018735012,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2933,SRR7266388,2017.024658,0.019544267,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2934,SRR4787266,2016.491803,0.022996281,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2935,SRR7358029,2017.712329,0.014115235,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2936,SRR7276884,2017.50411,0.01558017,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2937,SRR7285527,2016.871585,0.019697099,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2938,SRR7184369,2016.948087,0.019491707,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2939,SRR7277725,2016.994536,0.019249426,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2940,SRR6467514,2016.448087,0.022698484,no,non-pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2941,SRR7221208,2016.45082,0.022682674,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2942,SRR4787267,2016.666667,0.020831278,no,pMSM,STN,1,0,0,1,3.7.29.1.2.1,3.7.29.1,9
2943,SRR5005407,2016.718579,0.019925569,no,pMSM,STN,1,0,0,1,3.7.29.1.2.1,3.7.29.1,9
2944,SRR7286488,2017.356164,0.017010378,no,pMSM,STN,1,0,0,1,3.7.29.1.2.1,3.7.29.1,9
2945,SRR5024067,2016.704918,0.020032374,no,pMSM,STN,0,0,0,0,3.7.29.1.2.1,3.7.29.1,9
2946,SRR4787850,2014.753425,0.0275426,no,pMSM,STN,0,0,0,0,3.7.29.1.2,3.7.29.1,9
2947,SRR7943911,2018.712329,0.006372749,no,Travel,Travel,0,0,0,0,3.7.29.1,3.7.29.1,9
2948,SRR8059113,2018.758904,0.006230091,no,non-pMSM,STN,0,0,0,0,3.7.29.1,3.7.29.1,9
2949,SRR7283738,2017.506849,0.009466733,no,non-pMSM,STN,0,0,0,0,NA,NA,9
2950,SRR4787175,2016.699454,0.011477197,no,non-pMSM,STN,1,1,0,0,3.7.29.1,3.7.29.1,9
2951,ERR1364212,2010.583562,0.026933433,no,non-pMSM,STN,0,0,0,0,3.7.29.1,3.7.29.1,9
2952,SRR9273307,2019.347945,0.013973802,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2953,SRR8746518,2019.189041,0.016051625,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2954,SRR8466383,2019.019178,0.016088582,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2955,SRR8568149,2019.093151,0.016107559,no,non-pMSM,STN,0,0,0,0,3.7.29.1.4.1,3.7.29.1,9
2956,SRR8942849,2019.268493,0.015649466,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2957,SRR8746513,2019.189041,0.015920388,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2958,SRR8307274,2018.926027,0.015837144,no,non-pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2959,SRR7892120,2018.69863,0.015503038,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2960,SRR8647929,2019.120548,0.015964933,no,non-pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2961,SRR8599085,2019.112329,0.015958678,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2962,SRR9178556,2019.380822,0.014027402,no,Travel,Travel,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2963,SRR10088453,2019.654795,0.014466974,no,pMSM,STN,1,1,0,0,3.7.29.1.4.1,3.7.29.1,9
2964,SRR8419275,2018.989041,0.015827329,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2965,SRR10519450,2019.865753,0.013744836,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2966,SRR8508334,2019.038356,0.01579723,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2967,SRR8293483,2018.90411,0.015623287,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2968,SRR8117844,2018.805479,0.015416924,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2969,SRR8086734,2018.769863,0.0150976,no,non-pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2970,SRR7842065,2018.657534,0.014878831,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2971,SRR7187994,2018.290411,0.014840367,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2972,SRR7221196,2018.328767,0.014751475,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2973,SRR7286496,2018.230137,0.014691655,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2974,SRR7244273,2018.334247,0.014207789,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2975,SRR7367396,2018.389041,0.013852669,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2976,SRR7495417,2018.482192,0.013824788,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2977,SRR7286540,2018.317808,0.013902425,no,pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2978,SRR7290973,2018.279452,0.013894999,no,non-pMSM,STN,1,1,0,1,3.7.29.1.4.1,3.7.29.1,9
2979,SRR5006059,2016.603825,0.011559533,no,non-pMSM,STN,0,0,0,0,3.7.29.1.4.1,3.7.29.1,9
2980,SRR7204418,2016.505464,0.010254818,no,non-pMSM,STN,0,0,0,0,3.7.29.1.4,3.7.29.1,9
2981,SRR7244289,2016.459016,0.010394137,no,non-pMSM,STN,0,0,0,0,3.7.29.1.4,3.7.29.1,9
2982,SRR3531919,2015.750685,0.013454527,no,non-pMSM,non-STN,1,1,1,0,3.7,3.7,9
2983,SRR4181581,2015.720548,0.013557066,no,non-pMSM,non-STN,1,1,1,0,3.7,3.7,9
2984,SRR9947525,2019.572603,0.004186335,no,pMSM,non-STN,1,1,1,0,3.7,3.7,9
2985,SRR4787356,2016.724044,0.009447531,no,Travel,Travel,1,1,1,0,3.7,3.7,9
2986,SRR4897508,2016.762295,0.009086828,no,Travel,Travel,1,1,1,0,3.7,3.7,9
2987,SRR3531674,2015.706849,0.013624011,no,non-pMSM,non-STN,1,1,1,0,3.7,3.7,9
2988,SRR3530557,2015.682192,0.013384894,no,pMSM,non-STN,0,0,0,0,3.7,3.7,9
2989,SRR4897074,2016.546448,0.01049185,no,Travel,Travel,1,1,1,0,3.7,3.7,9
2990,SRR7285465,2017.775342,0.005979043,no,non-pMSM,non-STN,1,1,1,0,3.7,3.7,9
2991,SRR3530637,2016.087432,0.011477144,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
2992,SRR3531850,2016.07377,0.011513896,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
2993,SRR4897713,2016.510929,0.010179635,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
2994,SRR8307272,2018.923288,0.004588707,no,Travel,Travel,0,0,0,0,3.7,3.7,9
2995,SRR7416055,2018.452055,0.00502793,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
2996,SRR3531861,2015.665753,0.011988051,no,Travel,Travel,0,0,0,0,3.7,3.7,9
2997,SRR3531699,2016.008197,0.010978651,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
2998,SRR9095165,2019.353425,0.004327866,no,non-pMSM,non-STN,0,0,0,0,03.07.2020,ZOthers,9
2999,SRR3530399,2016.306011,0.010134406,no,Travel,Travel,0,0,0,0,3.7,3.7,9
3000,SRR4897399,2016.325137,0.010082314,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
3001,SRR5024325,2016.680328,0.009041256,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
3002,SRR5005421,2016.491803,0.009639893,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
3003,SRR11068396,2020.090164,0.003804696,no,Travel,Travel,0,0,0,0,3.7,3.7,9
3004,ERR1364153,2008.516393,0.038467713,no,non-pMSM,non-STN,0,0,0,0,03.07.2027,ZOthers,9
3005,ERR1364151,2008.513661,0.038485927,no,non-pMSM,non-STN,0,0,0,0,03.07.2027,ZOthers,9
3006,SRR7266827,2016.663934,0.007480279,no,non-pMSM,non-STN,0,0,0,0,3.7,3.7,9
3007,SRR10380950,2019.808219,0.006550521,no,non-pMSM,non-STN,0,0,0,0,NA,NA,9
3008,SRR10414462,2019.827397,0.006617985,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3009,SRR10350825,2019.789041,0.00644917,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3010,SRR7956016,2018.717808,0.006634332,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3011,SRR7256802,2017.178082,0.008727949,no,pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3012,SRR7184248,2017.10137,0.00878214,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3013,SRR10228515,2019.717808,0.006047555,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3014,SRR10247137,2019.747945,0.005738831,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3015,SRR8086711,2018.778082,0.006548334,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3016,SRR7895978,2018.709589,0.006666786,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3017,SRR7943909,2018.715068,0.006640798,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3018,SRR9825575,2019.523288,0.006354202,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3019,SRR10693155,2019.926027,0.004798934,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3020,SRR7265935,2017.394521,0.007347634,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3021,SRR7290972,2017.756164,0.006814603,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3022,SRR4181604,2015.709589,0.01058056,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3023,SRR7221275,2016.860656,0.007914935,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3024,SRR3531778,2015.687671,0.01048291,no,pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3025,SRR15361585,2019.928767,0.005215771,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3026,SRR11215171,2020.136612,0.005353967,no,non-pMSM,non-STN,0,0,0,0,03.07.2026,ZOthers,9
3027,SRR11142362,2020.114754,0.004487543,no,pMSM,non-STN,1,1,0,0,03.07.2026,ZOthers,9
3028,SRR7282610,2017.473973,0.006853737,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3029,ERR1364284,2013.246575,0.016620432,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3030,SRR7230381,2017.545205,0.006388089,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3031,SRR7416062,2018.449315,0.004726438,no,Travel,Travel,0,0,0,0,03.07.2026,ZOthers,9
3032,SRR7187080,2018.334247,0.004721515,no,Travel,Travel,0,0,0,0,3.7,3.7,9
3033,SRR8165797,2018.813699,0.006046211,no,Travel,Travel,0,0,0,0,03.07.2028,ZOthers,9
3034,SRR8176531,2018.827397,0.006042109,no,Travel,Travel,0,0,0,0,NA,NA,9
3035,SRR8467681,2018.945205,0.00596486,no,Travel,Travel,0,0,0,0,03.07.2028,ZOthers,9
3036,SRR8032862,2018.739726,0.006029148,no,Travel,Travel,0,0,0,0,03.07.2028,ZOthers,9
3037,SRR8032849,2018.739726,0.006029148,no,Travel,Travel,0,0,0,0,03.07.2028,ZOthers,9
3038,SRR3530560,2015.726027,0.009017239,no,non-pMSM,non-STN,0,0,0,0,03.07.2028,ZOthers,9
3039,SRR7277779,2016.948087,0.006826774,no,Travel,Travel,0,0,0,0,03.07.2028,ZOthers,9
3040,SRR7191703,2016.896175,0.041428759,no,non-pMSM,non-STN,0,0,0,0,3.7.30.4.1,3.7.30.4.1,7
3041,SRR7230392,2016.819672,0.041732575,no,non-pMSM,non-STN,0,0,0,0,3.7.30.4.1,3.7.30.4.1,7
3042,SRR7277743,2016.814208,0.041615157,no,pMSM,non-STN,0,0,0,0,3.7.30.4.1,3.7.30.4.1,7
3043,SRR7191536,2016.800546,0.041657219,no,non-pMSM,non-STN,0,0,0,0,3.7.30.4.1,3.7.30.4.1,7
3044,SRR7367415,2016.833333,0.041597595,no,pMSM,non-STN,0,0,0,0,3.7.30.4.1,3.7.30.4.1,7
