"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype","STNGroups"
"1738","SRR8032858","Travel",1,0,1,0,"3.6.1.1","Travel"
"1739","SRR8052167","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"1740","SRR8059110","Travel",1,0,1,0,"3.6.1.1","Travel"
"1741","SRR8052186","Travel",1,0,1,0,"3.6.1.1","Travel"
"1742","SRR8052183","Travel",1,1,1,1,"3.6.3","Travel"
"1743","SRR8086721","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1744","SRR8087181","Travel",0,0,0,0,"3.6.2","Travel"
"1745","SRR8059113","non-pMSM",0,0,0,0,"3.7.29.1","STN"
"1746","SRR8086716","non-pMSM",1,1,1,0,"3.7.18","non-STN"
"1747","SRR8086736","pMSM",0,0,0,0,"3.6.1","non-STN"
"1748","SRR8086653","Travel",1,0,1,0,"3.6.1.1","Travel"
"1749","SRR8097455","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1750","SRR8097511","pMSM",1,0,1,1,NA,"STN"
"1751","SRR8097512","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1752","SRR8086734","non-pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1753","SRR8086732","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1754","SRR8097439","pMSM",0,0,0,0,"3.7.25","STN"
"1755","SRR8086712","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1756","SRR8105422","Travel",1,0,0,1,"3.7.25","Travel"
"1757","SRR8086738","pMSM",0,0,0,0,"3.7.16","non-STN"
"1758","SRR8086722","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1759","SRR8097464","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1760","SRR8097461","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1761","SRR8086697","Travel",1,0,1,0,"3.6.1.1","Travel"
"1762","SRR8114775","Travel",1,1,1,1,"3.6.3","Travel"
"1763","SRR8086685","non-pMSM",0,0,0,0,"3.7.30.1","non-STN"
"1764","SRR8117834","pMSM",1,1,1,1,"3.6.1.1.2","STN"
"1765","SRR8086737","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1766","SRR8105424","Travel",1,1,1,1,"3.6.3","Travel"
"1767","SRR8086742","pMSM",1,0,0,1,"3.7.25","STN"
"1768","SRR8097465","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"1769","SRR8086711","non-pMSM",0,0,0,0,"3.7.26","non-STN"
"1770","SRR8114788","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1771","SRR8097459","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1772","SRR8086731","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1773","SRR8086741","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1774","SRR8114785","non-pMSM",1,1,0,0,"3.6.1","non-STN"
"1775","SRR8114772","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1776","SRR8114774","non-pMSM",0,0,0,0,"3.7.30.1","non-STN"
"1777","SRR8114787","pMSM",0,0,0,0,"3.7.30.1","non-STN"
"1778","SRR8114783","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"1779","SRR8114766","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1780","SRR8114782","Travel",1,1,1,0,"3.6.3","Travel"
"1781","SRR8114767","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1782","SRR8114786","Travel",0,0,0,0,"3.7.30.1","Travel"
"1783","SRR8114776","Travel",0,0,0,0,"3.6.2","Travel"
"1784","SRR8116853","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1785","SRR8117832","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1786","SRR8116855","pMSM",0,0,0,0,"3.7.18","non-STN"
"1787","SRR8116956","non-pMSM",0,0,0,0,"3.7","non-STN"
"1788","SRR8130970","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1789","SRR8148870","Travel",0,0,0,0,"3.6.3","Travel"
"1790","SRR8149174","non-pMSM",0,0,0,0,"3.7.7","non-STN"
"1791","SRR8137168","Travel",1,0,1,0,"3.6.1.1","Travel"
"1792","SRR8117844","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1793","SRR8117843","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1794","SRR8130972","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1795","SRR8148972","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"1796","SRR8149116","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1797","SRR8166035","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"1798","SRR8148967","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1799","SRR8148954","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1800","SRR8148956","Travel",0,0,0,0,"3.6.3","Travel"
"1801","SRR8166005","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1802","SRR8166012","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1803","SRR8172609","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1804","SRR8166026","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1805","SRR8166038","Travel",0,0,0,0,"3.7.11","Travel"
"1806","SRR8166014","Travel",1,1,1,1,"3.6.3","Travel"
"1807","SRR8165818","Travel",0,0,0,0,"3.6.2","Travel"
"1808","SRR8166009","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1809","SRR8176555","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1810","SRR8165797","Travel",0,0,0,0,"3.7.28","Travel"
"1811","SRR8165813","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"1812","SRR8172606","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1813","SRR8166010","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1814","SRR8172607","Travel",1,0,1,0,"3.6.1.1","Travel"
"1815","SRR8172602","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1816","SRR8176559","Travel",1,0,1,0,"3.6.1.1","Travel"
"1817","SRR8172604","Travel",0,0,0,0,"3.7.16","Travel"
"1818","SRR8172599","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1819","SRR8176540","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1820","SRR8204018","Travel",1,1,1,0,"3.7.25","Travel"
"1821","SRR8176547","pMSM",1,0,1,1,NA,"STN"
"1822","SRR8176531","Travel",0,0,0,0,NA,"Travel"
"1823","SRR8176541","Travel",0,0,0,0,"3.6.3","Travel"
"1824","SRR8176550","Travel",0,0,0,0,"3.6.2","Travel"
"1825","SRR8181843","Travel",1,0,1,0,"3.6.1.1","Travel"
"1826","SRR8183121","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1827","SRR8183299","Travel",1,1,1,0,"3.7.25","Travel"
"1828","SRR8182701","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1829","SRR8185531","pMSM",1,0,0,1,"3.7.25","STN"
"1830","SRR8182136","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"1831","SRR8182581","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1832","SRR8183260","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1833","SRR8217588","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1834","SRR8237826","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1835","SRR8204008","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1836","SRR8194840","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1837","SRR8194842","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1838","SRR8237814","Travel",1,0,1,0,"3.7.18","Travel"
"1839","SRR8194856","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1840","SRR8194864","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1841","SRR8194837","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1842","SRR8201568","Travel",0,0,0,0,"3.7.25","Travel"
"1843","SRR8237819","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1844","SRR8201567","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1845","SRR8201569","pMSM",1,0,1,1,NA,"STN"
"1846","SRR8201565","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1847","SRR8204010","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1848","SRR8204011","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1849","SRR8204013","Travel",0,0,0,0,"3.6.2","Travel"
"1850","SRR8239835","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"1851","SRR8237824","Travel",0,0,0,0,"3.7","Travel"
"1852","SRR8237812","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1853","SRR8237825","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1854","SRR8238025","Travel",0,0,0,0,"3.6.2","Travel"
"1855","SRR8240404","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1856","SRR8240974","Travel",1,1,1,1,"3.6.3","Travel"
"1857","SRR8240408","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"1858","SRR8240409","Travel",0,0,0,0,"3.6.2","Travel"
"1859","SRR8238024","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1860","SRR8237820","pMSM",0,0,0,0,"3.6.1","non-STN"
"1861","SRR8238022","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"1862","SRR8238026","Travel",0,0,0,0,"3.7.18","Travel"
"1863","SRR8244725","Travel",0,0,0,0,"3.7.10","Travel"
"1864","SRR8240966","Travel",0,0,0,0,"3.6.2","Travel"
"1865","SRR8240978","non-pMSM",0,0,0,0,NA,"non-STN"
"1866","SRR8268971","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1867","SRR8263043","Travel",1,0,1,0,"3.6.1.1","Travel"
"1868","SRR8263045","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1869","SRR8281117","Travel",1,1,1,0,"3.7.25","Travel"
"1870","SRR8281106","pMSM",1,0,0,1,"3.7.25","STN"
"1871","SRR8268970","Travel",1,1,1,0,"3.7.25","Travel"
"1872","SRR8270036","Travel",0,0,0,0,"3.7.21","Travel"
"1873","SRR8281098","pMSM",1,0,1,0,"3.7.18","non-STN"
"1874","SRR8281086","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1875","SRR8281085","Travel",1,0,1,0,"3.6.1.1","Travel"
"1876","SRR8281115","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1877","SRR8299403","Travel",0,0,0,0,"3.7.16","Travel"
"1878","SRR8293487","non-pMSM",0,0,0,0,"3.7","non-STN"
"1879","SRR8293477","Travel",1,1,1,0,"3.7.25","Travel"
"1880","SRR8293486","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1881","SRR8293483","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1882","SRR8293752","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"1883","SRR8293749","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"1884","SRR8293476","pMSM",0,0,0,0,"3.7.17","non-STN"
"1885","SRR8293479","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1886","SRR8293475","non-pMSM",0,0,0,0,"3.7.9","non-STN"
"1887","SRR8293755","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1888","SRR8293492","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1889","SRR8293751","Travel",0,0,0,0,"3.7.7","Travel"
"1890","SRR8299405","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1891","SRR8299399","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1892","SRR8299407","pMSM",1,1,1,0,"3.7.25","non-STN"
"1893","SRR8299401","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1894","SRR8304474","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1895","SRR8307273","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1896","SRR8366132","Travel",0,0,0,0,NA,"Travel"
"1897","SRR8325548","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1898","SRR8325466","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1899","SRR8307247","Travel",0,0,0,0,"2.10.1","Travel"
"1900","SRR8325463","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1901","SRR8307264","Travel",1,0,1,0,"3.6.1.1","Travel"
"1902","SRR8325546","Travel",1,1,1,0,"3.7.25","Travel"
"1903","SRR8325555","Travel",1,1,1,0,"3.6.3","Travel"
"1904","SRR8307272","Travel",0,0,0,0,"3.7","Travel"
"1905","SRR8307279","pMSM",0,0,0,0,"3.7","non-STN"
"1906","SRR8307274","non-pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"1907","SRR8325550","Travel",1,1,1,1,"3.6.3","Travel"
"1908","SRR8325549","pMSM",0,0,0,0,"3.7","non-STN"
"1909","SRR8366130","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1910","SRR8364209","Travel",0,0,0,0,"2.4.3","Travel"
"1911","SRR8366960","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1912","SRR8366961","Travel",0,0,0,0,"3.7.18","Travel"
"1913","SRR8368701","pMSM",1,0,1,0,"3.7.18","non-STN"
"1914","SRR8385379","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1915","SRR8364206","pMSM",1,1,1,0,"3.7.25","non-STN"
"1916","SRR8369241","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1917","SRR8377828","pMSM",1,0,0,1,"3.7.25","STN"
"1918","SRR8369247","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1919","SRR8467681","Travel",0,0,0,0,"3.7.28","Travel"
"1920","SRR8366133","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1921","SRR8366134","Travel",1,0,1,0,"3.6.1.1","Travel"
"1922","SRR8366128","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1923","SRR8367002","non-pMSM",0,0,0,0,"3.7","non-STN"
"1924","SRR8366129","Travel",1,1,1,0,"3.7.25","Travel"
"1925","SRR8369248","pMSM",1,0,1,1,NA,"STN"
"1926","SRR8380556","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1927","SRR8369242","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1928","SRR8380558","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1929","SRR8380563","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1930","SRR8369243","Travel",1,0,1,1,"3.6.1.1.2","Travel"
"1931","SRR8370420","non-pMSM",0,0,0,0,"2.1.3","non-STN"
"1932","SRR8375177","pMSM",0,0,0,0,"2.10.1","non-STN"
"1933","SRR8380564","pMSM",0,0,0,0,"3.7.18","non-STN"
"1934","SRR8380044","non-pMSM",1,0,0,1,"3.7.25","STN"
"1935","SRR8375179","pMSM",1,0,0,1,"3.7.25","STN"
"1936","SRR8381973","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1937","SRR8369244","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1938","SRR8381972","Travel",1,0,1,0,"3.6.1.1","Travel"
"1939","SRR8380046","non-pMSM",0,0,0,0,"3.7","non-STN"
"1940","SRR8380559","Travel",0,0,0,0,"3.6.4","Travel"
"1941","SRR8419087","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1942","SRR8380562","non-pMSM",0,0,0,0,"3.7.30.4","non-STN"
"1943","SRR8382247","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"1944","SRR8385374","Travel",1,0,1,0,"3.6.1.1","Travel"
"1945","SRR8385377","Travel",1,0,1,0,"3.7.18","Travel"
"1946","SRR8381976","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1947","SRR8419427","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1948","SRR8427499","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1949","SRR8426575","pMSM",1,0,0,1,"3.7.25","STN"
"1950","SRR8405054","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1951","SRR8405057","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1952","SRR8427203","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"1953","SRR8440734","Travel",1,1,1,0,"3.6.1.1","Travel"
"1954","SRR8444439","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1955","SRR8418873","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1956","SRR8418874","non-pMSM",0,0,0,0,"3.7","non-STN"
"1957","SRR8419275","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1958","SRR8426802","Travel",0,0,0,0,"3.7.11","Travel"
"1959","SRR8440732","Travel",1,1,1,1,"3.6.3","Travel"
"1960","SRR8440733","Travel",0,0,0,0,"3.6.3","Travel"
"1961","SRR8440737","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1962","SRR8440739","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1963","SRR8464947","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1964","SRR8440738","pMSM",0,0,0,0,"3.6.3","non-STN"
"1965","SRR8444441","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1966","SRR8513687","Travel",1,1,1,0,"3.6.1.1","Travel"
"1967","SRR8466383","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"1968","SRR8457028","Travel",1,0,1,0,"3.6.1.1","Travel"
"1969","SRR8457027","non-pMSM",0,0,0,0,"3.7.30.4","non-STN"
"1970","SRR8473234","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1971","SRR8457061","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1972","SRR8457029","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1973","SRR8464949","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1974","SRR8464946","non-pMSM",0,0,0,0,"3.7.30.4","non-STN"
"1975","SRR8467678","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1976","SRR8478920","Travel",1,1,0,0,"3.7.10","Travel"
"1977","SRR8508335","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1978","SRR8508342","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1979","SRR8508336","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1980","SRR8513686","non-pMSM",1,1,0,0,"3.7.30.1","non-STN"
"1981","SRR8508334","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1982","SRR8508340","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1983","SRR8513648","Travel",0,0,0,0,"3.7.11","Travel"
"1984","SRR8513664","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1985","SRR8523758","Travel",1,0,1,0,"3.6.1.1","Travel"
"1986","SRR8523764","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1987","SRR8513677","pMSM",1,0,0,1,"3.7.25","STN"
"1988","SRR8490597","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1989","SRR8490601","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1990","SRR8490599","non-pMSM",0,0,0,0,NA,"non-STN"
"1991","SRR8558502","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1992","SRR8523765","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1993","SRR8523759","Travel",0,0,0,0,"3.7.3","Travel"
"1994","SRR8523761","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1995","SRR8524540","non-pMSM",0,0,0,0,NA,"non-STN"
"1996","SRR8524544","non-pMSM",0,0,0,0,NA,"non-STN"
"1997","SRR8524572","Travel",1,1,1,1,"3.6.3","Travel"
"1998","SRR8524547","non-pMSM",1,0,1,0,"3.6.1.1.1","non-STN"
"1999","SRR8524550","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2000","SRR8524549","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2001","SRR8524548","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2002","SRR8586206","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2003","SRR8540691","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2004","SRR8540687","non-pMSM",0,0,0,0,"3.7.30.1","non-STN"
"2005","SRR8540689","pMSM",1,0,0,1,"3.7.25","STN"
"2006","SRR8553837","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2007","SRR8540688","Travel",0,0,0,0,"2.7.3","Travel"
"2008","SRR8553842","pMSM",0,0,0,0,"3.6.4","non-STN"
"2009","SRR8553835","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2010","SRR8553839","non-pMSM",0,0,0,0,"3.7","non-STN"
"2011","SRR8554751","pMSM",1,1,1,1,"3.6.3","non-STN"
"2012","SRR8568231","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2013","SRR8558508","non-pMSM",0,0,0,0,"3.4.1","STN"
"2014","SRR8558586","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2015","SRR8558521","non-pMSM",0,0,0,0,"3.7","non-STN"
"2016","SRR8558512","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2017","SRR8558526","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2018","SRR8568154","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2019","SRR8568230","non-pMSM",0,0,0,0,NA,"non-STN"
"2020","SRR8568149","non-pMSM",0,0,0,0,"3.7.29.1.4.1","STN"
"2021","SRR8568153","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2022","SRR8599082","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2023","SRR8634610","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2024","SRR8588620","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2025","SRR8591916","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2026","SRR8599085","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2027","SRR8715603","pMSM",1,1,1,0,"3.7.25","non-STN"
"2028","SRR8591903","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2029","SRR8591917","Travel",1,0,1,0,"3.7","Travel"
"2030","SRR8591904","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2031","SRR8591910","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"2032","SRR8591908","Travel",1,1,1,0,"3.7.25","Travel"
"2033","SRR8634607","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"2034","SRR8599083","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2035","SRR8647929","non-pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2036","SRR8634614","Travel",1,0,1,0,"3.6.1.1","Travel"
"2037","SRR8634615","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2038","SRR8634611","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2039","SRR8634609","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2040","SRR8634622","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2041","SRR8715602","Travel",1,1,1,1,"3.6.3","Travel"
"2042","SRR8656993","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2043","SRR8656995","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2044","SRR8656984","pMSM",0,0,0,0,"2.7.3","non-STN"
"2045","SRR8670884","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2046","SRR8704597","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2047","SRR8704573","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2048","SRR8704594","Travel",1,0,1,0,"3.6.1.1","Travel"
"2049","SRR8704574","Travel",0,0,0,0,"3.7.11","Travel"
"2050","SRR8715612","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2051","SRR8704596","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2052","SRR8746514","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2053","SRR8737844","pMSM",1,1,1,0,"3.7.25","non-STN"
"2054","SRR8737843","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2055","SRR8737846","Travel",1,1,1,0,"3.7.25","Travel"
"2056","SRR8737852","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2057","SRR8737845","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2058","SRR8740649","Travel",0,0,0,0,"3.7","Travel"
"2059","SRR8737851","Travel",0,0,0,0,"3.6.3","Travel"
"2060","SRR8737850","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2061","SRR8740641","pMSM",0,0,0,0,"3.7.11","non-STN"
"2062","SRR8771460","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2063","SRR8771355","Travel",0,0,0,0,"3.7.21","Travel"
"2064","SRR8746516","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2065","SRR8746515","Travel",1,0,1,1,"3.6.1.1","Travel"
"2066","SRR8746513","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2067","SRR8746518","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2068","SRR8771434","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2069","SRR8771456","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2070","SRR8924435","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2071","SRR8775482","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2072","SRR8856256","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2073","SRR8774307","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2074","SRR8775486","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2075","SRR8783671","Travel",0,0,0,0,"Uncalled","Travel"
"2076","SRR8783669","Travel",0,0,0,0,"3.7.15","Travel"
"2077","SRR8775480","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2078","SRR8775479","pMSM",0,0,0,0,"3.7.11","non-STN"
"2079","SRR8820064","Travel",1,0,1,0,"3.6.1.1","Travel"
"2080","SRR8820015","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2081","SRR8820077","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2082","SRR8820078","pMSM",1,0,1,0,"3.7.18","non-STN"
"2083","SRR8832686","non-pMSM",0,0,0,0,"3","non-STN"
"2084","SRR8832684","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2085","SRR8832727","Travel",1,0,1,0,"3.6.1.1","Travel"
"2086","SRR8878832","Travel",1,0,1,0,"3.6.1.1","Travel"
"2087","SRR8832711","Travel",1,0,1,0,"3.6.1.1","Travel"
"2088","SRR8861598","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2089","SRR8861601","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2090","SRR8878447","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2091","SRR8832734","non-pMSM",0,0,0,0,"2","non-STN"
"2092","SRR8878470","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2093","SRR8878464","pMSM",0,0,0,0,"3.6.4","non-STN"
"2094","SRR8866640","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2095","SRR8866687","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2096","SRR8863358","Travel",1,1,1,1,"3.6.3","Travel"
"2097","SRR8873628","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2098","SRR8924480","non-pMSM",0,0,0,0,"2.4.3","non-STN"
"2099","SRR8924477","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2100","SRR8924445","Travel",0,0,0,0,"3.6.3","Travel"
"2101","SRR8893085","Travel",1,0,1,0,"3.7.18","Travel"
"2102","SRR8936106","Travel",1,0,1,0,"3.7.18","Travel"
"2103","SRR8924345","non-pMSM",0,0,0,0,"3.7.17","non-STN"
"2104","SRR8924404","Travel",0,0,0,0,"3.6.4","Travel"
