"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype"
"854","SRR7283726","non-pMSM",0,0,0,0,"3.6.3"
"855","SRR7230226","pMSM",1,0,1,1,"3.6.1.1.2"
"856","SRR7283797","non-pMSM",1,1,0,0,"3.7.25"
"857","SRR7274794","pMSM",1,0,1,1,"3.6.1.1.2"
"858","SRR7187782","non-pMSM",1,0,1,0,"3.6.1.1"
"859","SRR7251470","pMSM",0,0,0,0,"3.7.16"
"860","SRR7266780","pMSM",0,0,0,0,"3.7.18"
"861","SRR7257127","Travel",1,0,1,0,"3.6.1.1"
"862","SRR7223046","pMSM",1,0,1,0,"3.6.1.1"
"863","SRR7250967","Travel",1,0,1,0,"3.7.18"
"864","SRR7251430","pMSM",1,0,1,1,"3.6.1.1.2"
"865","SRR7286569","non-pMSM",0,0,0,0,"3.6.3"
"866","SRR7285567","pMSM",1,0,0,1,"3.7.25"
"867","SRR7274782","Travel",1,0,1,0,"3.6.1.1"
"868","SRR7291541","non-pMSM",0,0,0,0,"3.7.7"
"869","SRR7250966","Travel",1,0,1,0,"3.6.1.1"
"870","SRR7367457","Travel",0,0,0,0,"3.7.16"
"871","SRR7179823","non-pMSM",1,1,1,0,"3.6.1.1"
"872","SRR7291836","non-pMSM",0,0,0,0,"3.7.12"
"873","SRR7236627","pMSM",1,0,1,1,"3.6.1.1.2"
"874","SRR7223061","Travel",0,0,0,0,"3.7.10"
"875","SRR7236580","Travel",1,1,0,0,"3.7.25"
"876","SRR7215915","Travel",0,0,0,0,"3.7.16"
"877","SRR7251032","pMSM",1,0,0,1,"3.7.25"
"878","SRR7407976","Travel",1,1,1,0,"3.7.25"
"879","SRR7285491","non-pMSM",1,1,1,0,"3.7.25"
"880","SRR7244238","Travel",1,1,1,1,"3.6.1.1"
"881","SRR7286489","non-pMSM",1,0,1,0,"3.6.1.1"
"882","SRR7286388","non-pMSM",1,0,1,0,"3.6.1.1"
"883","SRR7236591","Travel",0,0,0,0,"3.7.16"
"884","SRR7244316","pMSM",1,0,1,1,"3.6.1.1.2"
"885","SRR7204354","pMSM",1,0,1,1,"3.6.1.1.2"
"886","SRR7187877","non-pMSM",1,0,1,0,"3.6.1.1"
"887","SRR7291672","non-pMSM",1,0,1,0,"3.6.1.1"
"888","SRR7215571","Travel",0,0,0,0,"3.6.2"
"889","SRR7187826","Travel",1,1,0,0,"3.7.25"
"890","SRR7367255","Travel",0,0,0,0,"3.7.10"
"891","SRR7249783","non-pMSM",1,0,1,0,"3.6.1.1"
"892","SRR7286545","non-pMSM",0,0,0,0,"3.7.16"
"893","SRR7274850","non-pMSM",0,0,0,0,"3.7.16"
"894","SRR7257042","pMSM",0,0,0,0,"3.7.16"
"895","SRR7286676","pMSM",1,0,1,1,"3.6.1.1.2"
"896","SRR7223140","Travel",0,0,0,0,"3.7.9"
"897","SRR7215956","Travel",0,0,0,0,"3.6.2"
"898","SRR7251037","pMSM",1,0,1,1,"3.6.1.1.2"
"899","SRR7256960","non-pMSM",1,1,0,0,"3.7.25"
"900","SRR7221118","pMSM",1,0,1,0,"3.6.1.1.3"
"901","SRR7286609","pMSM",0,0,0,0,"2.6"
"902","SRR7266766","pMSM",1,0,1,1,"3.6.1.1.2"
"903","SRR7291658","Travel",1,0,1,0,"3.6.1.1"
"904","SRR7251029","non-pMSM",1,0,1,1,"3.6.1.1.2"
"905","SRR7223143","pMSM",1,0,0,1,"3.7.29.1.2"
"906","SRR7230301","Travel",0,0,0,0,NA
"907","SRR7286600","Travel",1,0,1,0,"3.6.1.1"
"908","SRR7167540","non-pMSM",1,0,1,1,"3.6.1.1.2"
"909","SRR7358018","Travel",0,0,0,0,"3.7.18"
"910","SRR7249730","Travel",1,1,1,0,"3.6.1.1"
"911","SRR7204317","Travel",0,0,0,0,"3.6.3"
"912","SRR7257119","pMSM",1,0,1,0,"3.7.18"
"913","SRR7285600","Travel",0,0,0,0,"3.6.3"
"914","SRR7266380","pMSM",1,0,1,1,"3.6.1.1.2"
"915","SRR7230228","pMSM",1,1,1,1,"3.6.3"
"916","SRR7285532","Travel",0,0,0,0,"3.7.11"
"917","SRR7221223","Travel",0,0,0,0,"3.7.25"
"918","SRR7187789","non-pMSM",0,0,0,0,"3.7.30.4"
"919","SRR7236439","pMSM",1,1,0,0,"3.6.1"
"920","SRR7286531","pMSM",1,0,1,1,"3.6.1.1.2"
"921","SRR7277755","pMSM",1,1,0,0,"3.6.1"
"922","SRR7401641","pMSM",1,0,1,1,"3.6.1.1.2"
"923","SRR7367221","pMSM",0,0,0,0,"2.7.4"
"924","SRR7244313","Travel",0,0,0,0,"3.6.2"
"925","SRR7215479","pMSM",1,1,1,1,"3.6.3"
"926","SRR7265741","Travel",1,0,1,0,"3.6.1.1"
"927","SRR7236599","Travel",0,0,0,0,"3.4.1"
"928","SRR7285427","Travel",1,0,1,0,"3.6.1.1"
"929","SRR7291655","pMSM",0,0,0,0,NA
"930","SRR7286610","pMSM",1,1,1,0,"3.6.1.1"
"931","SRR7184402","non-pMSM",0,0,0,0,"3.7.16"
"932","SRR7265628","pMSM",1,0,1,1,"3.6.1.1.2"
"933","SRR7236651","non-pMSM",1,1,0,0,"3.7.25"
"934","SRR7277880","Travel",0,0,0,0,"3.7.30.4.1"
"935","SRR7277813","non-pMSM",0,0,0,0,"3.6.2"
"936","SRR7407979","Travel",1,0,1,0,"3.6.1.1"
"937","SRR7249748","Travel",0,0,0,0,"3.7.30.4.1"
"938","SRR7401729","Travel",0,0,0,0,"3.7.30.4.1"
"939","SRR7407977","Travel",0,0,0,0,"3.6.2"
"940","SRR7208996","non-pMSM",0,0,0,0,"3.7.30.4"
"941","SRR7236589","Travel",0,0,0,0,"3.6.3"
"942","SRR7358029","pMSM",0,0,0,0,"3.7.29.1.2"
"943","SRR7286257","non-pMSM",0,0,0,0,"3.6.3"
"944","SRR7191521","Travel",0,0,0,0,"3.6.1"
"945","SRR7249688","pMSM",1,1,1,0,"3.7.25"
"946","SRR7204210","Travel",1,0,1,0,"3.6.1.1"
"947","SRR7250989","pMSM",0,0,0,0,"3.6.1"
"948","SRR7274792","non-pMSM",0,0,0,0,"3.7.11"
"949","SRR7283762","Travel",0,0,0,0,"3.6.1"
"950","SRR7285446","Travel",0,0,0,0,"3.7.30.4.1"
"951","SRR7283733","Travel",0,0,0,0,"3.7.30.4.1"
"952","SRR7266796","non-pMSM",1,0,1,0,"3.6.1.1"
"953","SRR7187802","non-pMSM",1,1,1,0,"3.6.3"
"954","SRR7191646","non-pMSM",0,0,0,0,"3.6.3"
"955","SRR7223146","pMSM",1,0,1,0,"3.7.18"
"956","SRR7244221","pMSM",1,0,1,1,"3.6.1.1.2"
"957","SRR7286368","non-pMSM",0,0,0,0,"3.7.11"
"958","SRR7367467","Travel",0,0,0,0,"3.7.18"
"959","SRR7191707","Travel",0,0,0,0,"3.6.2"
"960","SRR7191736","non-pMSM",1,1,1,1,"3.6.3"
"961","SRR7283679","pMSM",0,0,0,0,"3.7.25"
"962","SRR7179910","non-pMSM",1,0,1,1,"3.6.1.1"
"963","SRR7187938","Travel",1,0,1,0,"3.6.1.1"
"964","SRR7204248","Travel",1,0,1,1,"3.6.1.1"
"965","SRR7221194","non-pMSM",1,0,1,1,"3.6.1.1.2"
"966","SRR7257118","non-pMSM",1,0,1,0,"3.6.1.1"
"967","SRR7191560","pMSM",0,0,0,0,"3.6.3"
"968","SRR7223117","Travel",0,0,0,0,"3.7.25"
"969","SRR7277794","Travel",1,0,0,1,"3.7.25"
"970","SRR7223080","pMSM",1,0,1,1,"3.6.1.1.2"
"971","SRR7251041","pMSM",1,0,0,1,"3.7.29.1.2"
"972","SRR7274811","non-pMSM",1,0,1,0,"3.7.18"
"973","SRR7291624","non-pMSM",0,0,0,0,"3.7.7"
"974","SRR7251490","Travel",0,0,0,0,"3.6.1"
"975","SRR7191568","pMSM",1,1,1,1,"3.6.3"
"976","SRR7285581","non-pMSM",0,0,0,0,"3.4.1"
"977","SRR7283768","pMSM",1,0,0,1,"3.7.25"
"978","SRR7230312","Travel",1,1,0,0,"3.7.25"
"979","SRR7184311","non-pMSM",0,0,0,0,"3.7.10"
"980","SRR7286183","Travel",1,0,1,0,"3.6.1.1"
"981","SRR7251024","pMSM",1,0,1,1,"3.6.1.1.2"
"982","SRR7291657","pMSM",1,0,1,1,"3.6.1.1.2"
"983","SRR7230240","pMSM",1,0,1,1,"3.6.1.1.2"
"984","SRR7286518","non-pMSM",0,0,0,0,"3.7.25"
"985","SRR7187859","pMSM",1,1,1,0,"3.6.1.1"
"986","SRR7221189","pMSM",0,0,0,0,"3.7.16"
"987","SRR7265965","non-pMSM",0,0,0,0,"3.7.16"
"988","SRR7221195","non-pMSM",0,0,0,0,"3.7.25"
"989","SRR7187838","pMSM",0,0,0,0,"3.6.4"
"990","SRR7230315","non-pMSM",0,0,0,0,"3.7.30.4.1"
"991","SRR7221248","Travel",0,0,0,0,"3.6.2"
"992","SRR7221230","non-pMSM",1,1,1,1,"3.6.3"
"993","SRR7290972","non-pMSM",0,0,0,0,"3.7.26"
"994","SRR7250981","non-pMSM",1,0,0,1,"3.7.25"
"995","SRR7367224","Travel",1,1,1,0,"3.7.25"
"996","SRR7236603","pMSM",1,0,1,1,"3.6.1.1.2"
"997","SRR7172287","Travel",1,1,1,1,"3.6.3"
"998","SRR7191540","Travel",0,0,0,0,"3.7.16"
"999","SRR7170933","non-pMSM",1,1,1,0,"3.6.3"
"1000","SRR7266805","non-pMSM",1,0,1,1,"3.6.1.1"
"1001","SRR7401703","non-pMSM",1,0,1,0,"3.6.1.1"
"1002","SRR7230293","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1003","SRR7187800","non-pMSM",1,1,1,1,"3.6.3"
"1004","SRR7286442","pMSM",1,0,1,0,"3.6.1.1"
"1005","SRR7215922","pMSM",0,0,0,0,"3.7.3"
"1006","SRR7221247","Travel",1,1,1,0,"3.6.3"
"1007","SRR7184240","Travel",1,0,1,0,"3.6.1.1.3"
"1008","SRR7285544","pMSM",1,1,1,0,"3.6.1.1"
"1009","SRR7285465","non-pMSM",1,1,1,0,"3.7"
"1010","SRR7184257","pMSM",1,0,1,1,"3.6.1.1.2"
"1011","SRR7282621","non-pMSM",0,0,0,0,"3.6.1"
"1012","SRR7191685","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1013","SRR7208780","pMSM",0,0,0,0,"3.6.2"
"1014","SRR7251477","non-pMSM",1,1,1,0,"3.7.30.1"
"1015","SRR7286490","Travel",0,0,0,0,"3.7.16"
"1016","SRR7230317","Travel",0,0,0,0,"3.6.2"
"1017","SRR7286486","Travel",1,0,1,1,"3.6.1.1"
"1018","SRR7367579","non-pMSM",1,0,1,1,"3.6.1.1"
"1019","SRR7286640","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1020","SRR7291593","Travel",0,0,0,0,"3.7.16"
"1021","SRR7223145","pMSM",1,0,1,1,"3.6.1.1.2"
"1022","SRR7204306","Travel",0,0,0,0,"3.7.30.1"
"1023","SRR7223097","Travel",0,0,0,0,"3.6.1"
"1024","SRR7187088","pMSM",1,0,1,1,"3.6.1.1.2"
"1025","SRR7208639","pMSM",0,0,0,0,"3.7.16"
"1026","SRR7285533","pMSM",1,0,1,1,"3.6.1.1.2"
"1027","SRR7286261","Travel",0,0,0,0,"3.7.16"
"1028","SRR7230373","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1029","SRR7367416","Travel",0,0,0,0,"3.4.1"
"1030","SRR7230241","non-pMSM",0,0,0,0,NA
"1031","SRR7285568","non-pMSM",1,0,1,1,"3.6.1.1"
"1032","SRR7204426","pMSM",1,0,1,1,"3.6.1.1.2"
"1033","SRR7367543","pMSM",0,0,0,0,"3.7.18"
"1034","SRR7230208","non-pMSM",1,0,1,0,"3.7.18"
"1035","SRR7191677","pMSM",1,0,1,1,"3.6.1.1.2"
"1036","SRR7191687","pMSM",1,0,1,1,"3.6.1.1.2"
"1037","SRR7290913","non-pMSM",0,0,0,0,NA
"1038","SRR7244328","non-pMSM",1,1,1,0,"3.6.3"
"1039","SRR7286623","non-pMSM",1,0,1,0,"3.6.1.1"
"1040","SRR7187057","non-pMSM",0,0,0,0,"3.6.4"
"1041","SRR7283727","pMSM",1,0,1,1,"3.6.1.1.2"
"1042","SRR7265932","pMSM",1,0,1,1,"3.6.1.1.2"
"1043","SRR7221101","Travel",1,0,1,0,"3.7.18"
"1044","SRR7286485","pMSM",0,0,0,0,"3.7.18"
"1045","SRR7251473","Travel",0,0,0,0,NA
"1046","SRR7265926","non-pMSM",0,0,0,0,"3.6.1"
"1047","SRR7367453","non-pMSM",1,0,1,0,"3.6.1.1"
"1048","SRR7283668","pMSM",0,0,0,0,NA
"1049","SRR7191716","non-pMSM",1,1,1,0,"3.6.3"
"1050","SRR7265845","pMSM",1,0,1,1,"3.6.1.1.2"
"1051","SRR7186955","pMSM",0,0,0,0,"3.7.18"
"1052","SRR7187773","non-pMSM",0,0,0,0,"3.7.10"
"1053","SRR7407990","Travel",0,0,0,0,"3.6.2"
"1054","SRR7274829","pMSM",1,0,1,1,"3.6.1.1.2"
"1055","SRR7291023","non-pMSM",1,1,1,0,"3.6.3"
"1056","SRR7286361","non-pMSM",1,0,1,1,"3.6.1.1"
"1057","SRR7236576","non-pMSM",1,1,1,1,"3.6.3"
"1058","SRR7187855","non-pMSM",1,1,0,0,"3.7.25"
"1059","SRR7204245","non-pMSM",0,0,0,0,"3.6.2"
"1060","SRR7236605","non-pMSM",0,0,0,0,"2.7.4"
"1061","SRR7285520","Travel",0,0,0,0,"3.6.2"
"1062","SRR7204347","non-pMSM",1,0,1,0,"3.6.1.1"
"1063","SRR7187063","non-pMSM",0,0,0,0,"3.6.1"
"1064","SRR7187048","non-pMSM",0,0,0,0,"3.7.25"
"1065","SRR7283741","Travel",1,1,1,0,"3.7.25"
"1066","SRR7265953","Travel",0,0,0,0,"3.6.2"
"1067","SRR7277001","pMSM",1,1,0,0,"3.7.25"
"1068","SRR7291953","Travel",0,0,0,0,"3.6"
"1069","SRR7286681","non-pMSM",1,1,0,0,"3.7.25"
"1070","SRR7274815","Travel",1,0,1,0,"3.6.1.1"
"1071","SRR7230340","Travel",0,0,0,0,"3.6.2"
"1072","SRR7291551","Travel",0,0,0,0,"3.7.21"
"1073","SRR7187893","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1074","SRR7184321","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1075","SRR7256977","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1076","SRR7179915","Travel",1,0,1,0,"3.6.1.1"
"1077","SRR7286634","pMSM",0,0,0,0,"3.7.30.4.1"
"1078","SRR7186921","pMSM",1,0,1,1,"3.6.1.1.2"
"1079","SRR7172276","pMSM",1,0,0,1,"3.7.25"
"1080","SRR7215937","non-pMSM",0,0,0,0,"3.7.21"
"1081","SRR7172262","Travel",0,0,0,0,"3.6.2"
"1082","SRR7276894","non-pMSM",0,0,0,0,"3.6.3"
"1083","SRR7191715","Travel",1,0,1,0,"3.7.18"
"1084","SRR7286519","pMSM",1,0,0,1,"3.7.25"
"1085","SRR7215946","Travel",1,0,1,0,"3.6.1.1"
"1086","SRR7291621","Travel",1,1,1,0,"3.7.25"
"1087","SRR7282611","pMSM",1,0,1,1,"3.6.1.1.2"
"1088","SRR7215947","pMSM",1,0,1,1,"3.6.1.1.2"
"1089","SRR7285454","non-pMSM",1,1,1,1,"3.6.3"
"1090","SRR7215930","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1091","SRR7283672","Travel",0,0,0,0,"3.6.2"
"1092","SRR7285430","non-pMSM",0,0,0,0,"3.6.1"
"1093","SRR7286465","Travel",0,0,0,0,"2.4.2"
"1094","SRR7265972","non-pMSM",0,0,0,0,"3.6.2"
"1095","SRR7236577","non-pMSM",0,0,0,0,"2.2999999999999998"
"1096","SRR7401606","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1097","SRR7172059","non-pMSM",0,0,0,0,"3.6.1"
"1098","SRR7291650","Travel",0,0,0,0,"3.7.18"
"1099","SRR7215279","non-pMSM",0,0,0,0,"3.6.2"
"1100","SRR7187003","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1101","SRR7172304","Travel",1,0,1,0,"3.6.1.1"
"1102","SRR7291908","pMSM",1,0,0,1,"3.7.29.1.2"
"1103","SRR7283735","Travel",0,0,0,0,"3.6.3"
"1104","SRR7401650","non-pMSM",0,0,0,0,"3.7.3"
"1105","SRR7367373","Travel",1,1,0,0,"3.7.25"
"1106","SRR7251441","pMSM",1,0,1,1,"3.6.1.1.2"
"1107","SRR7236628","Travel",0,0,0,0,"2.4.3"
"1108","SRR7285479","Travel",0,0,0,0,"3.6.1"
"1109","SRR7184237","non-pMSM",0,0,0,0,"3.6.3"
"1110","SRR7186938","pMSM",0,0,0,0,"3.7.18"
"1111","SRR7286680","non-pMSM",0,0,0,0,"3.6.2"
"1112","SRR7230713","pMSM",0,0,0,0,"3.6.2"
"1113","SRR7187876","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1114","SRR7286579","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1115","SRR7221294","pMSM",1,0,0,1,"3.7.25"
"1116","SRR7286454","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1117","SRR7251498","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1118","SRR7244358","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1119","SRR7230386","pMSM",1,0,1,1,"3.6.1.1.2"
"1120","SRR7249521","Travel",1,0,1,0,"3.6.1.1"
"1121","SRR7266381","pMSM",1,0,1,1,"3.6.1.1.2"
"1122","SRR7221239","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1123","SRR7284306","pMSM",0,0,0,0,"3.6.1"
"1124","SRR7265862","Travel",0,0,0,0,"3.6.4"
"1125","SRR7236583","pMSM",1,0,1,1,"3.6.1.1.2"
"1126","SRR7223090","Travel",1,0,1,0,"3.6.1.1.1"
"1127","SRR7187874","pMSM",1,0,0,1,"3.7.25"
"1128","SRR7283810","non-pMSM",1,0,0,1,"3.7.25"
"1129","SRR7283716","non-pMSM",1,0,1,0,"3.6.1.1"
"1130","SRR7291539","pMSM",1,0,1,1,"3.6.1.1.2"
"1131","SRR7184221","pMSM",1,0,1,0,"3.6.1.1"
"1132","SRR7204321","pMSM",1,0,1,1,NA
"1133","SRR7187857","pMSM",1,0,1,1,"3.6.1.1.2"
"1134","SRR7257135","non-pMSM",0,0,0,0,NA
"1135","SRR7204398","Travel",1,0,1,0,"3.6.1.1"
"1136","SRR7221323","Travel",1,0,1,0,"3.6.1.1"
"1137","SRR7184434","pMSM",1,0,1,1,"3.6.1.1.2"
"1138","SRR7230309","pMSM",1,0,0,1,"3.7.29.1.2"
"1139","SRR7257153","pMSM",1,0,1,1,"3.6.1.1.2"
"1140","SRR7251039","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1141","SRR7367369","non-pMSM",0,0,0,0,"3.7.18"
"1142","SRR7187755","non-pMSM",0,0,0,0,"3.7"
"1143","SRR7187065","Travel",0,0,0,0,"3.6.1"
"1144","SRR7285526","non-pMSM",0,0,0,0,"3.6.1"
"1145","SRR7215917","pMSM",1,0,1,1,"3.6.1.1.2"
"1146","SRR7358015","non-pMSM",0,0,0,0,"3.6.1"
"1147","SRR7187796","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1148","SRR7184342","pMSM",0,0,0,0,"3.6.2"
"1149","SRR7265971","non-pMSM",1,1,1,1,"3.6.3"
"1150","SRR7172269","non-pMSM",0,0,0,0,NA
"1151","SRR7291006","pMSM",1,0,0,1,"3.7.25"
"1152","SRR7223159","Travel",0,0,0,0,"2.7.4"
"1153","SRR7286577","pMSM",1,0,1,1,"3.6.1.1.2"
"1154","SRR7265958","pMSM",1,0,1,1,"3.6.1.1.2"
"1155","SRR7291591","pMSM",0,0,0,0,"2.10.1"
"1156","SRR7236594","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1157","SRR7367200","non-pMSM",0,0,0,0,"3.7.16"
"1158","SRR7256974","non-pMSM",0,0,0,0,"3.6.1"
"1159","SRR7286408","pMSM",1,0,1,1,"3.6.1.1.2"
"1160","SRR7223114","pMSM",1,0,1,1,"3.6.1.1.2"
"1161","SRR7274848","Travel",1,0,1,0,"3.6.1.1"
"1162","SRR7215931","Travel",0,0,0,0,"3.4.1"
"1163","SRR7236630","Travel",0,0,0,0,"3.7.21"
"1164","SRR7283751","pMSM",1,0,1,1,"3.6.1.1.2"
"1165","SRR7223058","Travel",1,0,1,0,"3.6.1.1.3"
"1166","SRR7172070","pMSM",0,0,0,0,"2.4.2"
"1167","SRR7276909","pMSM",1,0,1,1,"3.6.1.1.2"
"1168","SRR7184365","non-pMSM",1,1,1,0,"3.6.3"
"1169","SRR7277760","Travel",1,0,1,0,"3.6.1.1"
"1170","SRR7285545","non-pMSM",1,0,1,0,"3.6.1.1"
"1171","SRR7236612","Travel",1,0,1,0,"3.6.1.1"
"1172","SRR7256807","non-pMSM",0,0,0,0,"3.7.7"
"1173","SRR7256980","non-pMSM",1,1,0,0,"3.7.25"
"1174","SRR7401710","pMSM",1,0,1,1,"3.6.1.1.2"
"1175","SRR7291944","pMSM",1,0,1,1,"3.6.1.1.2"
"1176","SRR7290978","pMSM",1,0,0,1,"3.7.25"
"1177","SRR7291637","non-pMSM",1,0,1,0,"3.6.1.1"
"1178","SRR7223141","pMSM",1,0,1,1,"3.6.1.1.2"
"1179","SRR7291914","Travel",0,0,0,0,"2.10.1"
"1180","SRR7291600","Travel",1,1,0,0,"3.6.4"
"1181","SRR7172518","Travel",1,0,0,1,"3.7.25"
"1182","SRR7285534","pMSM",0,0,0,0,NA
"1183","SRR7244416","Travel",0,0,0,0,"3.7.21"
"1184","SRR7285640","pMSM",1,0,1,1,"3.6.1.1.2"
"1185","SRR7277732","non-pMSM",0,0,0,0,NA
"1186","SRR7179963","pMSM",0,0,0,0,"3.6.1"
"1187","SRR7172410","Travel",0,0,0,0,"3.7.8"
"1188","SRR7251433","pMSM",1,0,1,1,"3.6.1.1.2"
"1189","SRR7367386","pMSM",0,0,0,0,NA
"1190","SRR7285419","Travel",0,0,0,0,"3.7.3"
"1191","SRR7358027","Travel",1,0,1,0,"3.6.1.1"
"1192","SRR7283803","Travel",0,0,0,0,NA
"1193","SRR7291540","Travel",0,0,0,0,"2.10.1"
"1194","SRR7367546","Travel",1,1,1,0,"3.6.1.1"
"1195","SRR7286567","Travel",0,0,0,0,"3.6.3"
"1196","SRR7291833","non-pMSM",0,0,0,0,"3.7.7"
"1197","SRR7265959","pMSM",1,0,1,1,"3.6.1.1.2"
"1198","SRR7204380","pMSM",0,0,0,0,"3.6.1"
"1199","SRR7358263","pMSM",1,0,1,1,NA
"1200","SRR7291660","pMSM",1,1,1,1,"3.6.1.1.2"
"1201","SRR7367533","pMSM",1,0,1,1,"3.6.1.1.2"
"1202","SRR7251485","non-pMSM",1,1,1,0,"3.7.18"
"1203","SRR7286561","pMSM",1,0,0,1,"3.7.25"
"1204","SRR7291663","non-pMSM",1,1,1,0,"3.7.18"
"1205","SRR7230391","pMSM",1,0,1,1,"3.6.1.1.2"
"1206","SRR7250970","pMSM",1,0,1,1,"3.6.1.1.2"
"1207","SRR7184418","non-pMSM",1,1,0,0,"3.7.25"
"1208","SRR7221218","non-pMSM",0,0,0,0,"3.7.18"
"1209","SRR7276906","non-pMSM",1,1,1,0,"3.6.1.1"
"1210","SRR7367384","non-pMSM",1,0,1,0,"3.6.1.1"
"1211","SRR7215282","pMSM",1,0,1,1,"3.6.1.1.2"
"1212","SRR7187015","pMSM",1,0,1,1,"3.6.1.1.2"
"1213","SRR7277762","pMSM",1,0,1,1,"3.6.1.1.2"
"1214","SRR7187040","pMSM",0,0,0,0,"3.6.3"
"1215","SRR7187887","pMSM",1,0,1,1,"3.6.1.1.2"
"1216","SRR7367372","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1217","SRR7184255","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1218","SRR7172295","pMSM",0,0,0,0,"3.6.3"
"1219","SRR7187948","pMSM",1,0,1,1,"3.6.1.1.2"
"1220","SRR7407944","pMSM",1,0,0,1,"3.7.25"
"1221","SRR7230330","pMSM",1,0,0,1,"3.7.25"
"1222","SRR7401686","pMSM",1,0,0,1,"3.7.25"
"1223","SRR7291590","non-pMSM",1,0,1,1,"3.6.1.1"
"1224","SRR7358035","pMSM",1,0,1,1,"3.6.1.1.2"
"1225","SRR7186890","pMSM",1,0,1,1,"3.6.1.1.2"
"1226","SRR7236614","pMSM",1,0,1,1,NA
"1227","SRR7251030","pMSM",1,0,1,1,"3.6.1.1.2"
"1228","SRR7186924","pMSM",1,0,1,1,"3.6.1.1.2"
"1229","SRR7184223","Travel",0,0,0,0,"3.7.18"
"1230","SRR7286496","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1231","SRR7223107","non-pMSM",0,0,0,0,"3.6.3"
"1232","SRR7251479","Travel",1,0,1,0,"3.6.1.1.1"
"1233","SRR7282605","pMSM",1,0,1,1,"3.6.1.1.2"
"1234","SRR7407914","pMSM",1,0,1,1,"3.6.1.1.2"
"1235","SRR7215274","pMSM",1,0,1,1,"3.6.1.1.2"
"1236","SRR7285434","non-pMSM",0,0,0,0,"3.7.16"
"1237","SRR7249687","pMSM",1,0,1,1,"3.6.1.1.2"
"1238","SRR7290981","pMSM",1,0,1,1,"3.6.1.1.2"
"1239","SRR7283667","pMSM",0,0,0,0,NA
"1240","SRR7236649","Travel",1,0,1,0,"3.6.1.1"
"1241","SRR7170932","Travel",1,1,1,0,"3.6.3"
"1242","SRR7170929","pMSM",1,1,1,0,"3.6.3"
"1243","SRR7187766","pMSM",1,0,1,1,"3.6.1.1.2"
"1244","SRR7277750","non-pMSM",0,0,0,0,"3.7"
"1245","SRR7170922","non-pMSM",1,1,1,0,"3.6.3"
"1246","SRR7179961","pMSM",1,0,1,1,"3.6.1.1.2"
"1247","SRR7170920","pMSM",1,1,1,0,"3.6.3"
"1248","SRR7170936","pMSM",1,1,1,0,"3.6.3"
"1249","SRR7179964","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1250","SRR7187901","pMSM",1,0,1,1,"3.6.1.1.2"
"1251","SRR7170921","non-pMSM",1,1,1,0,"3.6.3"
"1252","SRR7249738","Travel",1,0,1,0,"3.6.1.1"
"1253","SRR7191526","Travel",0,0,0,0,"2.4.2"
"1254","SRR7251445","pMSM",1,1,1,1,"3.6.3"
"1255","SRR7170934","non-pMSM",1,1,1,0,"3.6.3"
"1256","SRR7170937","pMSM",1,1,1,0,"3.6.3"
"1257","SRR7170930","pMSM",1,1,1,0,"3.6.3"
"1258","SRR7170935","pMSM",1,1,1,0,"3.6.3"
"1259","SRR7367536","pMSM",1,0,1,1,"3.6.1.1.2"
"1260","SRR7358031","non-pMSM",0,0,0,0,"3.7.3"
"1261","SRR7290973","non-pMSM",1,1,0,1,"3.7.29.1.4.1"
"1262","SRR7286366","Travel",1,0,1,0,"3.6.1.1"
"1263","SRR7266763","Travel",1,0,1,0,"3.6.1.1"
"1264","SRR7265934","Travel",0,0,0,0,"3.7.16"
"1265","SRR7204453","Travel",1,0,1,0,"3.6.1.1"
"1266","SRR7172273","Travel",0,0,0,0,"3.7.7"
"1267","SRR7221224","non-pMSM",1,1,1,1,"3.6.3"
"1268","SRR7170928","pMSM",1,1,1,0,"3.6.3"
"1269","SRR7170938","pMSM",0,0,0,0,NA
"1270","SRR7170931","non-pMSM",0,0,0,0,NA
"1271","SRR7172430","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1272","SRR7266791","pMSM",1,0,1,1,"3.6.1.1.2"
